"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL3609637";"GSM1";"None";"514.48";"1";"4.67";"34";"COc1cc(-c2cn(C3CCc4c(F)cccc4N(CC(F)(F)F)C3=O)nn2)ccc1-n1cnc(C)c1";"IC50";"'='";"12900.0";"nM";"4.89";"";"";"UO_0000065";"9.50";"0.18";"0.22";"6.26";"0";"CHEMBL3611634";"Inhibition of human ERG expressed in HEK cells assessed as reduction in IKr current by patchXpress assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3608254";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"CHEMBL3307715";"";"";"";"12.9"
"CHEMBL3617353";"";"None";"393.44";"0";"4.12";"32";"Nc1nc(NC2CCNCC2)c2sc(-c3ccc(C(F)(F)F)cc3)cc2n1";"IC50";"'='";"900.0";"nM";"6.05";"";"";"UO_0000065";"15.37";"0.31";"1.93";"7.97";"0";"CHEMBL3620197";"Inhibition of human ERG expressed in CHO cells by patch clamp electrophysiology assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3616374";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3308072";"";"";"";"0.9"
"CHEMBL5741828";"";"None";"517.59";"1";"4.72";"BDBM361492";"COc1ccc(OCCNCCCF)c(F)c1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC1(F)COC1";"IC50";"'='";"2800.0";"nM";"5.55";"";"714856";"UO_0000065";"10.73";"0.20";"0.83";"9.45";"0";"CHEMBL5733101";"hERG Binding Assay: hERG (human ether a go go-related gene) potassium channels are essential for normal electrical activity in the heart. Arrhythmia can be induced by a blockage of hERG channels by a diverse group of drugs. This side effect is a common reason for drug failure in preclinical safety trials [Sanguinetti et al., Nature, 2006, 440, 463-469.] and therefore minimisation of hERG channel blocking activity may be a desirable property for drug candidates.The purpose of the hERG binding assay is to evaluate the effects of test compounds on the voltage-dependent potassium channel encoded by the human ether go go-related gene (hERG) using a constitutively expressing CHO cell line on the Nanion Syncropatch 384PE automated patch clamp system.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5726655";"37";"BindingDB Patent Bioactivity Data";"";"2019";"None";"";"";"";"2800.0"
"CHEMBL3612809";"";"None";"452.51";"0";"1.33";"(R,R)-27";"COc1cc([C@H](O)CN2CCN(C[C@H](O)c3ccc4c(c3C)COC4=O)CC2)ncc1C#N";"IC50";"'='";"18000.0";"nM";"4.75";"";"";"UO_0000065";"10.49";"0.20";"3.41";"3.98";"0";"CHEMBL3615683";"Displacement of [35S]-MK499 from human ERG expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3612018";"1";"Scientific Literature";"ACS Med Chem Lett";"2015";"CHEMBL3307715";"";"";"";"18.0"
"CHEMBL3612807";"";"None";"422.49";"0";"1.32";"(R,S)-23";"Cc1c([C@@H](O)CN2CCN(C[C@H](O)c3ccc(C#N)cn3)CC2)ccc2c1COC2=O";"IC50";"'='";"28000.0";"nM";"4.55";"";"";"UO_0000065";"10.78";"0.20";"3.23";"4.14";"0";"CHEMBL3615683";"Displacement of [35S]-MK499 from human ERG expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3612018";"1";"Scientific Literature";"ACS Med Chem Lett";"2015";"CHEMBL3307715";"";"";"";"28.0"
"CHEMBL3932162";"";"None";"454.01";"1";"5.06";"GSK5182; 1";"CN(C)CCOc1ccc(/C(=C(/CCCO)c2ccccc2)c2ccc(O)cc2)cc1.Cl";"IC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4413821";"Inhibition of human ERG after 4 hrs by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4411321";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";"";"";"30.0"
"CHEMBL4436391";"";"None";"529.55";"1";"5.65";"12";"CC(C)N1CCN(c2ccc(/C(=C(/CCCO)c3ccccc3)c3ccc(O)cc3)cc2)CC1.Cl.Cl";"IC50";"'='";"18700.0";"nM";"4.73";"";"";"UO_0000065";"10.35";"0.19";"-0.92";"10.07";"0";"CHEMBL4413821";"Inhibition of human ERG after 4 hrs by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4411321";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";"";"";"18.7"
"CHEMBL4587871";"";"None";"307.37";"0";"3.90";"2o";"Cc1nn(-c2ccc3c(c2)CNC3)c(C)c1-c1ccc(F)cc1";"IC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4340219";"Inhibition of human ERG incubated for 4 hrs by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4339228";"1";"Scientific Literature";"ACS Med Chem Lett";"2019";"None";"";"";"";"30.0"
"CHEMBL473485";"";"None";"190.27";"0";"2.58";"page1171, R12C1";"Nc1ccc(-c2ccsc2)cc1N";"IC50";"'='";"1500.0";"nM";"5.82";"";"";"UO_0000065";"30.61";"0.61";"3.24";"11.19";"0";"CHEMBL1027290";"Inhibition of human ERG";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136848";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"1.5"
"CHEMBL2146882";"";"None";"453.56";"0";"2.03";"39";"CS(=O)(=O)c1cc(CCN2CCN(CCc3ccc4c(c3)COC4=O)CC2)ccc1C#N";"IC50";"'='";"4700.0";"nM";"5.33";"";"";"UO_0000065";"11.75";"0.23";"3.30";"5.87";"0";"CHEMBL2148626";"Displacement of [35S]MK499 from human ERG";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2146432";"1";"Scientific Literature";"ACS Med Chem Lett";"2012";"None";"";"";"";"4.7"
"CHEMBL4225136";"";"None";"624.53";"2";"5.16";"60";"COc1cc2ccc(Br)cc2cc1[C@@H](c1ccnc(OC)c1OC)[C@@](O)(CCN(C)C)c1ccnc2c1OCCO2";"IC50";"'>'";"3000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4221368";"Inhibition of human ERG by patch clamp assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4219096";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";"";"";"3.0"
"CHEMBL2313224";"";"None";"294.29";"0";"3.42";"1a";"O=P(Nc1cccnc1)(c1ccccc1)c1ccccc1";"IC50";"'>'";"33000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2319031";"Inhibition of human ERG";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2311449";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";"33.0"
"CHEMBL3774769";"";"None";"518.61";"1";"3.89";"57a";"Cn1c(SCCCN2CC3CCN(c4ccc(C(F)(F)F)cc4)C3C2)nnc1-c1ccc(=O)n(C)c1";"IC50";"'='";"1995.26";"nM";"5.70";"";"";"UO_0000065";"10.99";"0.22";"1.81";"9.63";"0";"CHEMBL3776609";"Inhibition of human ERG tail current expressed in HEK293 cells after 5 mins by patch clamp assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3774368";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"CHEMBL3307715";"";"";"";"5.7"
"CHEMBL4750746";"";"None";"368.44";"0";"2.51";"21";"CCOc1ccc2cc(-c3nn(C(C)(C)CO)c(N)c3C(N)=O)ccc2c1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4675511";"Inhibition of human ERG by Qpatch assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4673226";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";"";"";""
"CHEMBL4756756";"";"None";"394.48";"0";"3.04";"18";"CC(C)(CCO)n1nc(-c2ccc3cc(OC4CC4)ccc3c2)c(C(N)=O)c1N";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4675511";"Inhibition of human ERG by Qpatch assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4673226";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";"";"";""
"CHEMBL4787718";"";"None";"368.44";"0";"2.73";"9";"CCOc1ccc2cc(-c3nn(C(C)CCO)c(N)c3C(N)=O)ccc2c1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4675511";"Inhibition of human ERG by Qpatch assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4673226";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";"";"";""
"CHEMBL4787093";"";"None";"369.43";"0";"1.91";"20";"CCOc1ccc2cc(-c3nn(C(C)(C)CO)c(N)c3C(N)=O)ccc2n1";"IC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4675513";"Inhibition of human ERG by thallium flux assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4673226";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";"";"";"30.0"
"CHEMBL4764836";"";"None";"369.43";"0";"2.12";"8";"CCOc1ccc2cc(-c3nn(C(C)CCO)c(N)c3C(N)=O)ccc2n1";"IC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4675513";"Inhibition of human ERG by thallium flux assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4673226";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";"";"";"30.0"
"CHEMBL4740373";"";"None";"528.05";"1";"4.63";"3a";"CC1N(S(=O)(=O)c2ccc(F)cc2)c2ccc(C(=O)NCc3ccccc3Cl)cc2C12CCNCC2";"IC50";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"11.28";"0.23";"1.33";"7.59";"0";"CHEMBL4676196";"Inhibition of human ERG expressed in HEK293 cells assessed as reduction in channel inward tail current by whole cell voltage clamp assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4673248";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"INHIBITOR";"";"1.1"
"CHEMBL2326691";"";"None";"258.19";"0";"4.19";"9";"CN1CCCCC(c2ccc(Cl)c(Cl)c2)C1";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"19.37";"0.43";"0.81";"154.32";"0";"CHEMBL2327304";"Inhibition of human ERG expressed in CHO-K1 cells by electrophysiological assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2321662";"1";"Scientific Literature";"ACS Med Chem Lett";"2013";"CHEMBL3307512";"";"";"";"10.0"
"CHEMBL2325213";"";"None";"354.43";"0";"3.33";"16e";"COc1ccc(C#Cc2cccc(C#Cc3ccc(OC)cc3)[n+]2C)cc1";"IC50";"'='";"377.0";"nM";"6.42";"";"";"UO_0000065";"18.12";"0.32";"3.09";"28.75";"0";"CHEMBL2330781";"Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2321724";"1";"Scientific Literature";"J Med Chem";"2013";"CHEMBL3307715";"";"";"";"377.0"
"CHEMBL2325201";"";"None";"322.43";"0";"3.93";"16a";"Cc1ccc(C#Cc2cccc(C#Cc3ccc(C)cc3)[n+]2C)cc1";"IC50";"'='";"285.0";"nM";"6.54";"";"";"UO_0000065";"20.30";"0.36";"2.62";"168.69";"0";"CHEMBL2330781";"Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2321724";"1";"Scientific Literature";"J Med Chem";"2013";"CHEMBL3307715";"";"";"";"285.0"
"CHEMBL2324264";"";"None";"390.55";"0";"4.65";"12b";"Cc1ccc(CCOCc2cccc(COCCc3ccc(C)cc3)[n+]2C)cc1";"IC50";"'='";"135.0";"nM";"6.87";"";"";"UO_0000065";"17.59";"0.32";"2.22";"30.75";"0";"CHEMBL2330781";"Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2321724";"1";"Scientific Literature";"J Med Chem";"2013";"CHEMBL3307715";"";"";"";"135.0"
"CHEMBL2324261";"";"None";"467.51";"0";"4.30";"6b";"Cc1ccc(Cc2cc[n+](C)c(COc3ccc(C)cc3)c2)cc1.O=S(=O)([O-])C(F)(F)F";"IC50";"'='";"346.0";"nM";"6.46";"";"";"UO_0000065";"20.29";"0.37";"2.16";"49.28";"0";"CHEMBL2330781";"Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2321724";"1";"Scientific Literature";"J Med Chem";"2013";"CHEMBL3307715";"";"";"";"346.0"
"CHEMBL2324257";"";"None";"416.35";"1";"6.41";"17m";"Clc1ccc(OCCCc2cccc(CCCOc3ccc(Cl)cc3)n2)cc1";"IC50";"'='";"9.9";"nM";"8.00";"";"";"UO_0000065";"19.23";"0.39";"1.59";"25.53";"0";"CHEMBL2330781";"Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2321724";"1";"Scientific Literature";"J Med Chem";"2013";"CHEMBL3307715";"";"";"";"9.9"
"CHEMBL2324256";"";"None";"390.53";"1";"5.30";"20";"Cc1ccc(OCCCc2cc(N)cc(CCCOc3ccc(C)cc3)n2)cc1";"IC50";"'='";"170.0";"nM";"6.77";"";"";"UO_0000065";"17.33";"0.32";"1.47";"11.80";"0";"CHEMBL2330781";"Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2321724";"1";"Scientific Literature";"J Med Chem";"2013";"CHEMBL3307715";"";"";"";"170.0"
"CHEMBL4752045";"";"None";"445.50";"0";"3.38";"11";"CS(=O)(=O)Nc1cccc(CC(=O)Nc2nc(-c3c[nH]c4ncc(F)cc34)cs2)c1";"IC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4678423";"Inhibition of human ERG";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4673338";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2021";"None";"";"";"";"30.0"
"CHEMBL3695713";"";"None";"375.44";"0";"2.65";"Pyp-1";"Cn1cc(CNc2cc(OC[C@H]3C[C@@H]3c3ccccn3)nc3ccnn23)cn1";"IC50";"'>'";"60000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5318426";"Displacement of MK499 from hERG";"T";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5316310";"1";"Scientific Literature";"J Med Chem";"2023";"None";"";"";"";"60.0"
"CHEMBL1760324";"";"None";"390.47";"0";"4.21";"2";"Cc1cc(C[C@H](CCCCNCc2ccc(F)cc2)C(=O)NO)cc(C)c1F";"IC50";"'='";"4650.0";"nM";"5.33";"";"";"UO_0000065";"13.66";"0.26";"1.12";"8.69";"0";"CHEMBL2013523";"Inhibition of human ERG by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2010758";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"4.65"
"CHEMBL3608750";"";"None";"545.58";"1";"2.70";"12";"O=C1COc2ccc(CNC3CCN(CCn4c(=O)ccc5ncc(Oc6cncc(F)c6)cc54)CC3)nc2N1";"IC50";"'='";"79000.0";"nM";"4.10";"";"";"UO_0000065";"7.52";"0.14";"1.40";"3.32";"0";"CHEMBL3610296";"Inhibition of human ERG by IonWorks assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3608244";"1";"Scientific Literature";"ACS Med Chem Lett";"2015";"None";"";"";"";"79.0"
"CHEMBL2336055";"";"None";"371.48";"0";"2.52";"7";"CCOC(=O)N1CCC(CN2CC[C@H](N3C(=O)Cc4ccccc43)C2)CC1";"IC50";"'='";"800.0";"nM";"6.10";"";"";"UO_0000065";"16.41";"0.31";"3.58";"11.48";"0";"CHEMBL2343015";"Inhibition of human ERG assessed as decrease in tail current amplitude measured after 5 mins by whole cell patch clamp technique";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331215";"1";"Scientific Literature";"ACS Med Chem Lett";"2013";"None";"";"";"";"0.8"
"CHEMBL4546649";"";"None";"487.92";"0";"2.81";"TM1a";"O=C(CCn1ccnc1)NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4372228";"Inhibition of human ERG";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4371034";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"None";"";"";"";"6.0"
"CHEMBL4514784";"";"None";"503.92";"1";"1.91";"TM1n";"Cc1nnn(CCC(=O)NC2CCN(c3c(F)cc4c(=O)c(C(=O)O)cn(C5CC5)c4c3Cl)C2)n1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4372228";"Inhibition of human ERG";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4371034";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"None";"";"";"";"6.0"
"CHEMBL4591582";"";"None";"487.92";"0";"2.73";"TM2b";"Cc1nccn1CC(=O)NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4372228";"Inhibition of human ERG";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4371034";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"None";"";"";"";"6.0"
"CHEMBL4467510";"";"None";"473.89";"0";"2.42";"TM2e";"O=C(Cn1cccn1)NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4372228";"Inhibition of human ERG";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4371034";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"None";"";"";"";"6.0"
"CHEMBL4475032";"";"None";"489.90";"0";"1.52";"TM2n";"Cc1nnnn1CC(=O)NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4372228";"Inhibition of human ERG";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4371034";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"None";"";"";"";"6.0"
"CHEMBL4459336";"";"None";"556.02";"1";"4.19";"TM2r";"O=C(CSc1nc2ccccc2[nH]1)NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4372228";"Inhibition of human ERG";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4371034";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"None";"";"";"";"6.0"
"CHEMBL4204633";"";"None";"399.48";"0";"2.42";"28a";"COc1ccc(NC(=O)N2CCN(c3nc(N)nc4scnc34)CC2C)cc1";"IC50";"";"";"";"";"";"Nd(Insoluble)";"";"";"";"";"";"0";"CHEMBL4195906";"Inhibition of human ERG by cell based automated patch clamp method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4190408";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";"";""
"CHEMBL3604992";"";"None";"553.59";"1";"2.03";"(-)-67";"O=C1COc2ccc(CNC34CCC([C@@H](O)Cc5c(F)cnc6ccc(OCCCO)nc56)(CC3)OC4)nc2N1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL3607541";"Inhibition of human ERG assessed as reduction in MK499 competitive binding";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3603744";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";""
